Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
YB19340,Oregon,9002.12,No,Premium,High School or Below,2/25/11,Employed,M,61374.0,Rural,Married,113,5.0,27,0.0,3,Corporate Auto,Corporate L1,Offer2,Call Center,210.1,Two-Door Car,Medsize,
HW54198,Nevada,5201.97,No,Basic,Master,1/29/11,Employed,M,94186.0,Rural,Married,64,20.0,50,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,135.34,Four-Door Car,Medsize,A
WK99918,Oregon,5073.28,Yes,Extended,Doctor,1/30/11,Employed,M,57709.0,Suburban,Married,125,10.0,26,0.0,1,Personal Auto,Personal L1,Offer2,Branch,600.0,SUV,Medsize,A
FF61670,California,18131.19,No,Extended,High School or Below,1/28/11,Unemployed,M,,Suburban,Single,82,29.0,23,1.0,2,Personal Auto,Personal L2,Offer3,Call Center,393.6,Four-Door Car,Large,A
DC78147,Arizona,13727.8,Yes,Extended,College,1/8/11,Unemployed,M,,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L2,Offer1,Agent,604.8,SUV,Medsize,
CL38926,Oregon,7198.42,No,Basic,Bachelor,2/15/11,Medical Leave,M,10458.0,Suburban,Single,102,11.0,29,0.0,4,Corporate Auto,Corporate L3,Offer2,Call Center,489.6,,,A
RM93459,California,17497.52,Yes,Basic,College,2/28/11,Unemployed,M,,Suburban,Divorced,73,9.0,94,0.0,2,Personal Auto,Personal L3,Offer1,Agent,350.4,Two-Door Car,Medsize,A
PE47967,Oregon,7283.93,No,Basic,College,1/15/11,Employed,F,79055.0,Rural,Divorced,186,,24,,1,Personal Auto,Personal L1,Offer2,Branch,177.64,Luxury SUV,Medsize,A
DL20327,Oregon,7635.55,No,Basic,College,1/8/11,Employed,F,54539.0,Urban,Married,63,,74,,2,Personal Auto,Personal L2,Offer3,Agent,287.45,Four-Door Car,Medsize,A
LM58949,Oregon,2403.54,No,Basic,High School or Below,1/30/11,Disabled,M,24248.0,Suburban,Married,70,,82,,1,Personal Auto,Personal L2,Offer1,Agent,336.0,Four-Door Car,Medsize,
QS70017,Arizona,8738.4,No,Premium,Bachelor,1/26/11,Employed,M,43597.0,Suburban,Married,110,20.0,24,0.0,6,Personal Auto,Personal L3,Offer1,Agent,528.0,Two-Door Car,Medsize,
CC88237,California,5257.24,No,Basic,High School or Below,1/24/11,Employed,M,56154.0,Suburban,Single,67,6.0,26,0.0,4,Personal Auto,Personal L3,Offer3,Web,386.16,Two-Door Car,Small,
SC81807,California,4095.2,No,Basic,College,1/6/11,Employed,F,32180.0,Suburban,Married,103,3.0,28,0.0,1,Special Auto,Special L2,Offer3,Call Center,558.84,Sports Car,Small,A
KZ22690,California,13027.42,No,Extended,College,2/12/11,Employed,F,76456.0,Rural,Single,83,27.0,34,1.0,2,Personal Auto,Personal L3,Offer4,Web,42.69,Four-Door Car,Medsize,A
BS26376,California,7519.13,Yes,Extended,High School or Below,2/20/11,Employed,M,96306.0,Rural,Divorced,95,12.0,17,1.0,6,Corporate Auto,Corporate L1,Offer1,Agent,185.36,Four-Door Car,Medsize,
RJ40995,Arizona,2491.32,Yes,Basic,Doctor,1/29/11,Employed,M,36631.0,Rural,Divorced,62,30.0,77,0.0,1,Personal Auto,Personal L2,Offer1,Agent,67.53,Four-Door Car,Large,A
KY14688,Oregon,2730.31,No,Basic,Master,1/3/11,Employed,F,36218.0,Rural,Married,68,6.0,83,0.0,1,Personal Auto,Personal L1,Offer3,Branch,145.25,Four-Door Car,Large,
KA95160,Arizona,23207.25,No,Basic,Master,2/3/11,Employed,F,89918.0,Urban,Divorced,115,14.0,42,0.0,2,Personal Auto,Personal L3,Offer4,Web,423.12,SUV,Medsize,
TZ71391,Oregon,8509.85,Yes,Basic,Master,1/31/11,Disabled,M,26057.0,Suburban,Divorced,74,3.0,63,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,523.89,Four-Door Car,Small,
EW34576,Arizona,2839.8,No,Basic,High School or Below,1/25/11,Employed,F,53071.0,Suburban,Divorced,72,28.0,19,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,386.23,Four-Door Car,Medsize,
IG90926,Arizona,2476.59,No,Basic,College,2/4/11,Employed,F,71551.0,Suburban,Single,62,10.0,19,0.0,1,Personal Auto,Personal L3,Offer3,Branch,297.6,Four-Door Car,Medsize,
DQ15807,Oregon,2749.19,No,Extended,High School or Below,1/28/11,Unemployed,M,,Suburban,Single,80,15.0,83,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,824.49,Four-Door Car,Large,A
ER29107,Oregon,6369.26,Yes,Extended,High School or Below,1/20/11,Employed,M,34498.0,Suburban,Single,83,30.0,72,0.0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small,A
CT41158,Washington,10747.03,No,Extended,College,2/25/11,Employed,M,66446.0,Urban,Divorced,136,8.0,77,0.0,3,Corporate Auto,Corporate L1,Offer2,Branch,639.46,SUV,Large,A
CP67787,California,15936.58,No,Extended,Bachelor,2/2/11,Unemployed,F,,Suburban,Divorced,76,7.0,84,0.0,2,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Medsize,A
OD75777,Oregon,5586.97,No,Basic,College,1/9/11,Disabled,F,19280.0,Suburban,Married,72,4.0,39,0.0,6,Personal Auto,Personal L3,Offer1,Branch,345.6,Four-Door Car,Medsize,
LM79063,Arizona,7155.47,No,Extended,Doctor,2/13/11,Employed,F,76506.0,Suburban,Divorced,89,35.0,65,0.0,8,Personal Auto,Personal L3,Offer2,Call Center,427.2,Two-Door Car,Small,A
EH86912,,8420.43,,Basic,College,2/27/11,Disabled,M,28617.0,Suburban,Married,112,20.0,57,0.0,9,Personal Auto,Personal L2,Offer3,Agent,797.6,SUV,Medsize,
VC64410,Arizona,2491.26,Yes,Basic,High School or Below,2/12/11,Medical Leave,F,25965.0,Suburban,Divorced,65,23.0,27,0.0,1,Personal Auto,Personal L2,Offer1,Agent,329.21,Four-Door Car,Medsize,A
ND71187,Arizona,9487.72,No,Extended,Master,2/26/11,Employed,M,56233.0,Suburban,Married,79,30.0,61,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,558.75,Four-Door Car,Large,
UK86050,Arizona,7887.96,No,Basic,High School or Below,2/24/11,Employed,F,76590.0,Urban,Divorced,65,0.0,91,0.0,2,Personal Auto,Personal L3,Offer1,Agent,183.29,Four-Door Car,Large,
QA17596,California,3903.47,No,Extended,Bachelor,1/3/11,Employed,F,60068.0,Suburban,Married,98,17.0,75,0.0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,,,
WC72942,Oregon,3790.19,No,Extended,High School or Below,2/8/11,Employed,M,66169.0,Rural,Married,96,35.0,30,1.0,1,Personal Auto,Personal L2,Offer4,Web,156.43,Two-Door Car,Small,
OO49507,Washington,4530.39,No,Basic,Doctor,2/3/11,Employed,F,52957.0,Urban,Married,112,14.0,92,0.0,1,Personal Auto,Personal L2,Offer1,Branch,425.42,Sports Car,Medsize,
OM24164,Nevada,2199.62,No,Basic,Bachelor,1/6/11,Unemployed,M,,Suburban,Single,65,5.0,19,1.0,1,Personal Auto,Personal L2,Offer1,Agent,468.0,Two-Door Car,Medsize,A
TP30316,California,9705.31,No,Basic,College,2/8/11,Employed,M,79157.0,Rural,Married,61,25.0,45,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,117.78,Two-Door Car,Small,
EL42453,Washington,2519.57,No,Basic,Bachelor,1/10/11,Employed,M,41372.0,Suburban,Married,64,21.0,32,0.0,1,Personal Auto,Personal L2,Offer2,Branch,307.2,Four-Door Car,Small,
FR82361,Arizona,10477.78,No,Extended,Doctor,1/23/11,Employed,M,61427.0,Suburban,Single,88,24.0,12,0.0,2,Personal Auto,Personal L3,Offer1,Branch,422.4,Four-Door Car,Large,
LH85364,Oregon,26016.52,No,Extended,High School or Below,1/17/11,Employed,F,43922.0,Rural,Single,83,2.0,43,0.0,2,Personal Auto,Personal L3,Offer1,Branch,40.74,,,
ZX83542,California,5300.69,No,Basic,Master,2/16/11,Disabled,M,26585.0,Urban,Married,69,26.0,23,0.0,4,Corporate Auto,Corporate L3,Offer1,Call Center,308.65,Four-Door Car,Large,A
JG77605,Nevada,5745.12,No,Basic,Bachelor,2/1/11,Employed,F,30389.0,Urban,Married,73,34.0,66,0.0,4,Personal Auto,Personal L1,Offer2,Web,278.93,Four-Door Car,Medsize,
MH43755,Arizona,13881.04,No,Premium,College,2/14/11,Disabled,F,17961.0,Urban,Married,181,28.0,51,0.0,3,Personal Auto,Personal L2,Offer2,Agent,476.71,Sports Car,Medsize,A
FF84784,California,5643.72,No,Basic,College,2/10/11,Employed,M,33317.0,Suburban,Married,72,18.0,31,1.0,3,Personal Auto,Personal L2,Offer1,Agent,345.6,Two-Door Car,Medsize,
DC91024,Oregon,15984.53,No,Basic,Bachelor,2/7/11,Unemployed,M,,Suburban,Single,69,19.0,74,0.0,2,Personal Auto,Personal L3,Offer4,Branch,331.2,Two-Door Car,Small,
QC30857,Nevada,2931.16,No,Basic,College,2/28/11,Employed,F,45768.0,Urban,Married,73,33.0,27,0.0,1,Personal Auto,Personal L2,Offer1,Agent,191.93,Two-Door Car,Medsize,
HB17438,Washington,10570.79,No,Extended,Bachelor,2/21/11,Employed,M,92044.0,Urban,Married,132,7.0,77,0.0,3,Personal Auto,Personal L1,Offer4,Web,617.29,SUV,Medsize,A
IL40123,Nevada,5689.64,No,Basic,College,1/27/11,Employed,F,83640.0,Suburban,Married,70,20.0,13,0.0,4,Corporate Auto,Corporate L3,Offer2,Branch,471.05,Two-Door Car,Medsize,A
WW68250,Oregon,2719.26,No,Basic,Bachelor,2/21/11,Employed,M,81799.0,Suburban,Married,68,23.0,97,0.0,1,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Small,
MX80067,California,2509.27,No,Basic,High School or Below,1/8/11,Employed,M,74045.0,Suburban,Single,64,23.0,83,0.0,1,Personal Auto,Personal L3,Offer3,Web,307.2,Four-Door Car,Medsize,
AK54675,California,5535.96,No,Extended,Bachelor,2/4/11,Employed,F,84863.0,Suburban,Divorced,138,28.0,40,0.0,1,Corporate Auto,Corporate L2,Offer4,Call Center,691.7,SUV,Large,
YY63521,Arizona,6047.03,Yes,Extended,College,2/19/11,Employed,M,20396.0,Suburban,Married,76,15.0,60,1.0,4,Personal Auto,Personal L2,Offer1,Branch,364.8,Four-Door Car,Medsize,
LN10007,Oregon,13369.44,No,Basic,College,2/9/11,Employed,F,50800.0,Suburban,Married,112,1.0,45,0.0,2,Corporate Auto,Corporate L2,Offer1,Call Center,621.22,Sports Car,Medsize,A
TF65501,California,4601.91,No,Basic,High School or Below,1/7/11,Employed,F,37308.0,Suburban,Married,115,2.0,51,0.0,1,Personal Auto,Personal L2,Offer1,Web,552.0,SUV,Medsize,
RA63927,Oregon,7193.1,No,Extended,High School or Below,1/1/11,Employed,M,30886.0,Rural,Married,91,7.0,53,0.0,4,Personal Auto,Personal L1,Offer3,Web,103.42,,,
RQ77476,Oregon,20461.15,No,Premium,Bachelor,2/26/11,Employed,M,87502.0,Urban,Married,102,20.0,28,0.0,2,Personal Auto,Personal L3,Offer2,Branch,421.11,Four-Door Car,Medsize,A
UY85263,Nevada,11255.46,No,Extended,Bachelor,2/3/11,Employed,F,88858.0,Urban,Married,93,2.0,60,0.0,2,Personal Auto,Personal L2,Offer2,Agent,310.37,Four-Door Car,Small,A
FW16824,Oregon,4758.19,No,Basic,High School or Below,1/22/11,Employed,M,72805.0,Suburban,Married,62,13.0,34,4.0,3,Corporate Auto,Corporate L3,Offer2,Branch,365.47,Four-Door Car,Medsize,
LY19199,Oregon,4815.53,No,Basic,Bachelor,1/26/11,Employed,M,80355.0,Rural,Divorced,62,26.0,33,1.0,3,Corporate Auto,Corporate L3,Offer1,Branch,83.39,Two-Door Car,Medsize,
QL35310,Nevada,2725.36,Yes,Basic,Master,1/3/11,Employed,F,36650.0,Rural,Married,69,2.0,70,1.0,1,Corporate Auto,Corporate L3,Offer2,Web,56.6,Four-Door Car,Large,
QZ19741,,13815.78,,Premium,College,1/3/11,Employed,F,96745.0,Suburban,Married,179,14.0,25,5.0,3,Personal Auto,Personal L1,Offer2,Branch,859.2,SUV,Medsize,
PK20739,Oregon,13248.64,No,Premium,Bachelor,1/5/11,Employed,M,25074.0,Suburban,Married,112,17.0,8,0.0,2,Personal Auto,Personal L1,Offer1,Branch,537.6,Two-Door Car,Medsize,A
WN56695,California,8607.48,No,Premium,College,2/11/11,Unemployed,M,,Suburban,Married,118,30.0,52,0.0,7,Personal Auto,Personal L2,Offer1,Web,566.4,Four-Door Car,Medsize,
KG81168,Arizona,2826.31,No,Basic,Bachelor,1/12/11,Employed,M,65090.0,Rural,Married,71,28.0,3,0.0,1,Personal Auto,Personal L3,Offer3,Agent,74.0,Four-Door Car,Medsize,A
VZ59523,Arizona,5704.98,No,Basic,Doctor,1/21/11,Employed,M,50695.0,Rural,Married,71,31.0,30,0.0,5,Personal Auto,Personal L3,Offer1,Call Center,110.57,,,
FM38725,Oregon,2432.17,No,Basic,High School or Below,2/21/11,Unemployed,F,,Suburban,Single,69,2.0,50,0.0,1,Personal Auto,Personal L3,Offer4,Web,764.2,,,A
QA68548,California,10634.84,No,Basic,High School or Below,2/8/11,Unemployed,F,,Suburban,Single,61,35.0,71,0.0,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Two-Door Car,Medsize,
NL44360,Oregon,2611.15,No,Basic,Bachelor,1/23/11,Retired,F,13424.0,Suburban,Divorced,71,30.0,78,0.0,1,Personal Auto,Personal L3,Offer3,Call Center,340.8,Four-Door Car,Medsize,
EA14700,California,4966.74,No,Basic,Bachelor,1/26/11,Unemployed,M,,Suburban,Single,73,9.0,83,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,525.6,Two-Door Car,Small,
PY50779,Arizona,7060.21,No,Extended,High School or Below,1/27/11,Employed,M,85412.0,Rural,Divorced,88,33.0,92,0.0,3,Personal Auto,Personal L1,Offer1,Call Center,134.68,,,A
QT89604,Arizona,4961.41,No,Basic,High School or Below,1/22/11,Employed,F,55702.0,Rural,Married,61,13.0,55,0.0,6,Personal Auto,Personal L3,Offer1,Agent,151.13,Four-Door Car,Medsize,
EV19512,Nevada,16301.97,Yes,Extended,Master,2/17/11,Retired,F,19614.0,Suburban,Married,85,21.0,32,0.0,2,Personal Auto,Personal L2,Offer2,Agent,574.02,Two-Door Car,Medsize,
CQ72935,Arizona,4974.8,Yes,Basic,Bachelor,1/18/11,Employed,M,75644.0,Suburban,Divorced,65,,68,,9,Personal Auto,Personal L3,Offer2,Branch,467.8,Two-Door Car,Medsize,A
HZ84382,Oregon,8283.84,No,Premium,Master,2/24/11,Employed,M,94851.0,Rural,Single,104,6.0,33,0.0,3,Personal Auto,Personal L3,Offer1,Call Center,191.0,Four-Door Car,Small,
LG73224,California,2670.64,No,Basic,High School or Below,1/20/11,Employed,M,52572.0,Suburban,Single,68,16.0,73,0.0,1,Personal Auto,Personal L2,Offer4,Web,379.28,Four-Door Car,Medsize,
RR39751,California,3571.35,No,Extended,Bachelor,1/18/11,Unemployed,F,,Urban,Married,96,19.0,30,0.0,1,Personal Auto,Personal L3,Offer1,Branch,438.66,,,A
CO53758,California,5059.99,No,Basic,High School or Below,2/15/11,Employed,M,70999.0,Suburban,Married,63,5.0,70,0.0,3,Corporate Auto,Corporate L2,Offer4,Agent,305.6,Four-Door Car,Small,
IW87075,Arizona,7280.3,No,Basic,Bachelor,2/5/11,Employed,M,32627.0,Rural,Single,67,14.0,53,4.0,2,Personal Auto,Personal L3,Offer1,Call Center,54.63,Four-Door Car,Medsize,
LM44949,Oregon,5682.52,No,Basic,Doctor,1/13/11,Employed,F,36938.0,Urban,Married,70,32.0,31,0.0,3,Special Auto,Special L2,Offer1,Agent,244.8,Four-Door Car,Medsize,A
WO80705,Arizona,2855.93,No,Basic,Bachelor,2/14/11,Employed,F,50738.0,Suburban,Divorced,71,11.0,48,0.0,1,Personal Auto,Personal L1,Offer3,Agent,344.47,Four-Door Car,Large,
PB60406,California,5714.23,No,Basic,Doctor,2/25/11,Employed,F,79719.0,Suburban,Single,71,12.0,87,0.0,6,Personal Auto,Personal L3,Offer1,Agent,425.92,Four-Door Car,Small,A
WG15841,California,2810.46,Yes,Basic,Bachelor,2/27/11,Employed,M,26790.0,Suburban,Married,71,4.0,41,0.0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,,,
NG66579,Oregon,5059.62,No,Basic,Bachelor,1/6/11,Employed,M,41869.0,Urban,Married,64,5.0,52,0.0,6,Personal Auto,Personal L3,Offer2,Web,262.12,Two-Door Car,Medsize,
HO38996,Oregon,2430.8,No,Basic,High School or Below,2/17/11,Unemployed,M,,Suburban,Married,67,1.0,19,0.0,1,Special Auto,Special L2,Offer4,Call Center,321.6,Four-Door Car,Medsize,A
DM79012,Oregon,7380.98,No,Extended,Master,2/6/11,Employed,F,65706.0,Suburban,Married,91,19.0,86,0.0,8,Personal Auto,Personal L3,Offer2,Web,436.8,Four-Door Car,Small,A
II16403,California,7607.98,No,Basic,College,2/13/11,Employed,F,31456.0,Rural,Single,199,5.0,61,0.0,1,Personal Auto,Personal L3,Offer1,Branch,436.7,Luxury SUV,Medsize,
IU96845,Arizona,6285.48,No,Extended,College,2/10/11,Employed,M,32390.0,Rural,Married,80,20.0,36,0.0,8,Personal Auto,Personal L3,Offer1,Call Center,91.42,Four-Door Car,Medsize,A
AC79024,Nevada,5533.23,No,Basic,Bachelor,2/7/11,Employed,M,23241.0,Suburban,Married,70,11.0,14,0.0,9,Personal Auto,Personal L1,Offer2,Agent,504.0,Two-Door Car,Small,A
WA68850,Arizona,4198.03,No,Basic,High School or Below,2/9/11,Employed,M,30598.0,Suburban,Married,106,13.0,21,0.0,1,Personal Auto,Personal L2,Offer3,Agent,508.8,SUV,Medsize,A
LY93301,Oregon,12495.74,No,Basic,Bachelor,2/3/11,Unemployed,M,,Suburban,Single,61,32.0,85,0.0,2,Corporate Auto,Corporate L3,Offer3,Agent,292.8,Two-Door Car,Medsize,A
TW66679,Oregon,8823.85,No,Basic,High School or Below,2/8/11,Employed,M,75741.0,Rural,Married,109,31.0,59,0.0,7,Corporate Auto,Corporate L3,Offer3,Agent,217.19,SUV,Small,
QV89018,Arizona,20467.72,No,Basic,High School or Below,1/3/11,Employed,M,89025.0,Urban,Married,64,32.0,10,0.0,2,Personal Auto,Personal L3,Offer3,Branch,179.25,Four-Door Car,Large,
UJ38473,California,21923.12,No,Basic,Bachelor,1/5/11,Employed,M,81197.0,Rural,Married,109,2.0,42,0.0,2,Personal Auto,Personal L1,Offer2,Branch,94.73,Sports Car,Small,A
CM73149,California,14244.73,No,Extended,Bachelor,2/24/11,Employed,F,31189.0,Suburban,Single,122,18.0,10,0.0,2,Personal Auto,Personal L3,Offer2,Agent,585.6,Sports Car,Large,
SG51259,California,4502.87,No,Extended,High School or Below,1/5/11,Unemployed,F,,Suburban,Single,129,10.0,11,0.0,1,Personal Auto,Personal L1,Offer1,Agent,1486.41,SUV,Medsize,
JF36291,California,3873.65,Yes,Basic,College,1/20/11,Retired,M,28142.0,Suburban,Married,105,18.0,50,0.0,1,Personal Auto,Personal L3,Offer2,Agent,701.71,Sports Car,Medsize,A
VD27065,Washington,4297.02,No,Premium,Bachelor,2/10/11,Employed,M,86860.0,Suburban,Married,107,13.0,29,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,513.6,Four-Door Car,Small,
YA12007,California,9199.54,No,Extended,College,1/11/11,Unemployed,F,,Suburban,Divorced,80,10.0,11,0.0,2,Personal Auto,Personal L2,Offer1,Branch,572.85,Four-Door Car,Medsize,
AR47849,Nevada,5015.01,Yes,Extended,Bachelor,2/3/11,Employed,F,48567.0,Suburban,Single,130,12.0,15,0.0,1,Personal Auto,Personal L1,Offer2,Agent,624.0,,,A
FP51143,California,2130.35,No,Basic,College,1/30/11,Unemployed,M,,Suburban,Single,62,16.0,79,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,446.4,Two-Door Car,Medsize,
FY21364,California,7376.8,No,Basic,Bachelor,2/22/11,Unemployed,M,,Suburban,Single,105,31.0,85,0.0,5,Corporate Auto,Corporate L1,Offer2,Agent,756.0,SUV,Medsize,A
FT74388,Nevada,4623.62,No,Basic,High School or Below,1/19/11,Employed,M,97065.0,Suburban,Single,117,10.0,0,0.0,1,Personal Auto,Personal L2,Offer4,Branch,561.6,SUV,Medsize,A
LM54297,Nevada,4713.4,No,Basic,Bachelor,1/15/11,Unemployed,M,,Suburban,Single,69,7.0,90,0.0,8,Personal Auto,Personal L3,Offer1,Agent,806.53,Four-Door Car,Medsize,
IA31850,Arizona,4574.55,No,Basic,College,2/15/11,Unemployed,F,,Suburban,Single,63,3.0,5,0.0,6,Personal Auto,Personal L1,Offer1,Agent,453.6,Four-Door Car,Small,A
WC65050,California,2811.96,No,Basic,Master,2/16/11,Employed,F,62537.0,Suburban,Divorced,71,19.0,64,1.0,1,Personal Auto,Personal L2,Offer1,Branch,354.2,Two-Door Car,Medsize,
PF53601,Oregon,28432.0,No,Basic,Bachelor,1/9/11,Medical Leave,M,17130.0,Suburban,Divorced,198,1.0,58,0.0,2,Special Auto,Special L3,Offer1,Agent,950.4,,,
HA20933,Oregon,13269.6,No,Basic,Bachelor,1/7/11,Medical Leave,F,15616.0,Suburban,Married,114,20.0,96,1.0,2,Personal Auto,Personal L2,Offer1,Agent,547.2,SUV,Medsize,
ZR22245,Washington,4605.04,Yes,Basic,College,1/28/11,Medical Leave,F,22571.0,Suburban,Single,63,29.0,51,0.0,9,Personal Auto,Personal L3,Offer2,Web,302.4,Four-Door Car,Large,A
UM76485,Oregon,7027.76,No,Basic,College,1/28/11,Unemployed,M,,Suburban,Single,102,11.0,90,0.0,5,Personal Auto,Personal L2,Offer2,Agent,489.6,SUV,Medsize,A
WC52068,Oregon,8092.88,Yes,Basic,College,2/5/11,Employed,M,50825.0,Urban,Married,102,3.0,46,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,369.61,SUV,Medsize,A
WY21918,Washington,3867.97,No,Extended,College,2/23/11,Employed,F,79628.0,Suburban,Single,98,6.0,4,0.0,1,Personal Auto,Personal L3,Offer4,Branch,470.4,Four-Door Car,Medsize,A
HW93117,California,8169.33,No,Basic,Bachelor,1/22/11,Unemployed,F,,Suburban,Single,116,10.0,99,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,835.2,Sports Car,Medsize,A
UC35517,Oregon,18532.41,No,Basic,College,1/22/11,Unemployed,M,,Suburban,Single,70,1.0,30,0.0,2,Corporate Auto,Corporate L3,Offer4,Branch,504.0,Four-Door Car,Small,A
DP13082,California,23594.68,Yes,Basic,Bachelor,1/31/11,Employed,M,76358.0,Rural,Married,66,25.0,3,0.0,2,Personal Auto,Personal L3,Offer3,Agent,86.46,Four-Door Car,Medsize,A
SP46702,Oregon,10175.24,No,Extended,College,1/28/11,Unemployed,M,,Suburban,Single,99,15.0,84,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,831.34,Two-Door Car,Medsize,A
FE20514,Oregon,5065.49,No,Basic,College,1/16/11,Employed,M,26733.0,Urban,Single,66,7.0,55,0.0,5,Personal Auto,Personal L1,Offer2,Web,218.72,Four-Door Car,Medsize,A
UG37492,California,4362.93,Yes,Premium,College,1/3/11,Employed,M,58842.0,Suburban,Married,110,6.0,74,0.0,1,Personal Auto,Personal L3,Offer2,Branch,528.0,,,
IK49861,,3107.59,,Extended,Bachelor,2/23/11,Unemployed,M,,Rural,Married,88,1.0,66,0.0,1,Personal Auto,Personal L2,Offer2,Agent,87.14,Two-Door Car,Medsize,A
BA38428,Arizona,5639.94,Yes,Basic,High School or Below,1/10/11,Employed,M,73168.0,Suburban,Married,70,,50,,3,Corporate Auto,Corporate L3,Offer2,Agent,425.8,Four-Door Car,Medsize,A
TQ82322,California,2438.69,No,Basic,Bachelor,2/19/11,Employed,F,80927.0,Urban,Single,62,25.0,8,0.0,1,Personal Auto,Personal L2,Offer2,Branch,211.66,Two-Door Car,Medsize,A
YX90754,Nevada,8539.83,No,Basic,High School or Below,2/20/11,Employed,F,55478.0,Urban,Married,71,7.0,1,0.0,2,Personal Auto,Personal L2,Offer2,Branch,339.4,,,
HO61691,Arizona,5094.52,No,Basic,Bachelor,2/27/11,Employed,F,72006.0,Suburban,Divorced,64,,38,,3,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize,A
BN91755,California,4975.17,No,Extended,Master,1/30/11,Employed,F,44723.0,Urban,Married,124,26.0,3,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,341.09,SUV,Medsize,A
RC22595,Arizona,3799.75,No,Premium,College,1/11/11,Unemployed,F,,Suburban,Married,102,1.0,99,0.0,1,Personal Auto,Personal L3,Offer1,Branch,489.6,,,A
FM30352,,9095.74,,Premium,High School or Below,1/14/11,Unemployed,F,,Suburban,Single,256,30.0,32,0.0,1,Personal Auto,Personal L3,Offer3,Agent,1943.77,Luxury Car,Medsize,
OT52034,California,3864.78,No,Extended,Bachelor,2/2/11,Employed,M,24204.0,Suburban,Married,99,25.0,41,1.0,1,Personal Auto,Personal L3,Offer2,Branch,707.3,Four-Door Car,Medsize,
ZG84862,Nevada,4217.86,No,Basic,High School or Below,1/6/11,Unemployed,M,,Suburban,Single,62,19.0,75,0.0,3,Personal Auto,Personal L3,Offer1,Branch,446.4,Two-Door Car,Small,
DB79306,California,4416.35,No,Basic,College,1/4/11,Employed,M,25480.0,Urban,Married,117,26.0,49,3.0,1,Personal Auto,Personal L1,Offer4,Web,486.55,SUV,Small,A
YE70791,California,5169.5,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430.0,Suburban,Single,73,22.0,13,0.0,4,Personal Auto,Personal L2,Offer2,Call Center,350.4,Four-Door Car,Medsize,
BD69478,California,5194.65,No,Basic,College,1/1/11,Employed,M,51883.0,Suburban,Married,66,8.0,99,0.0,9,Personal Auto,Personal L2,Offer2,Call Center,623.75,Two-Door Car,Small,A
